cod_RS;Cod_IBGE;Cod_Tabnet;nome_MUN;nome_RS;sigla_UF;pop_regiao
24001;2414209;241420;Tibau do Sul;1ª Região de Saúde - São José de Mipibu;RN;385562
24004;2414308;241430;Timbaúba dos Batistas;4ª Região de Saúde - Caicó;RN;311037
24003;2414407;241440;Touros;3ª Região de Saúde - João Câmara;RN;352633
24008;2414456;241445;Triunfo Potiguar;8ª Região de Saúde - Açu;RN;157885
24006;2414506;241450;Umarizal;6ª Região de Saúde - Pau dos Ferros;RN;251618
24002;2414605;241460;Upanema;2ª Região de Saúde - Mossoró;RN;489496
24001;2414704;241470;Várzea;1ª Região de Saúde - São José de Mipibu;RN;385562
24006;2414753;241475;Venha-Ver;6ª Região de Saúde - Pau dos Ferros;RN;251618
24001;2414803;241480;Vera Cruz;1ª Região de Saúde - São José de Mipibu;RN;385562
24006;2414902;241490;Viçosa;6ª Região de Saúde - Pau dos Ferros;RN;251618
24001;2415008;241500;Vila Flor;1ª Região de Saúde - São José de Mipibu;RN;385562
25011;2500106;250010;Água Branca;11ª Região;PB;84949
25007;2500205;250020;Aguiar;7ª Região;PB;148646
25003;2500304;250030;Alagoa Grande;3ª Região;PB;197160
25003;2500403;250040;Alagoa Nova;3ª Região;PB;197160
25002;2500502;250050;Alagoinha;2ª Região;PB;306906
25015;2500536;250053;Alcantil;15ª Região;PB;151072
25003;2500577;250057;Algodão de Jandaíra;3ª Região;PB;197160
25001;2500601;250060;Alhandra;1ª Região Mata Atlântica;PB;1312521
25009;2500700;250070;São João do Rio do Peixe;9ª Região;PB;177393
25005;2500734;250073;Amparo;5ª Região;PB;113432
25010;2500775;250077;Aparecida;10ª Região;PB;117399
25002;2500809;250080;Araçagi;2ª Região;PB;306906
25003;2500908;250090;Arara;3ª Região;PB;197160
25002;2501005;250100;Araruna;2ª Região;PB;306906
25003;2501104;250110;Areia;3ª Região;PB;197160
25006;2501153;250115;Areia de Baraúnas;6ª Região;PB;237568
25003;2501203;250120;Areial;3ª Região;PB;197160
25015;2501302;250130;Aroeiras;15ª Região;PB;151072
25016;2501351;250135;Assunção;16ª Região;PB;550531
25014;2501401;250140;Baía da Traição;14ª Região;PB;152330
25002;2501500;250150;Bananeiras;2ª Região;PB;306906
25004;2501534;250153;Baraúna;4ª Região;PB;113150
25015;2501575;250157;Barra de Santana;15ª Região;PB;151072
25004;2501609;250160;Barra de Santa Rosa;4ª Região;PB;113150
25015;2501708;250170;Barra de São Miguel;15ª Região;PB;151072
25001;2501807;250180;Bayeux;1ª Região Mata Atlântica;PB;1312521
25002;2501906;250190;Belém;2ª Região;PB;306906
25008;2502003;250200;Belém do Brejo do Cruz;8ª Região;PB;118439
25009;2502052;250205;Bernardino Batista;9ª Região;PB;177393
25007;2502102;250210;Boa Ventura;7ª Região;PB;148646
25016;2502151;250215;Boa Vista;16ª Região;PB;550531
25009;2502201;250220;Bom Jesus;9ª Região;PB;177393
25008;2502300;250230;Bom Sucesso;8ª Região;PB;118439
25009;2502409;250240;Bonito de Santa Fé;9ª Região;PB;177393
25015;2502508;250250;Boqueirão;15ª Região;PB;151072
25007;2502607;250260;Igaracy;7ª Região;PB;148646
25002;2502706;250270;Borborema;2ª Região;PB;306906
25008;2502805;250280;Brejo do Cruz;8ª Região;PB;118439
25008;2502904;250290;Brejo dos Santos;8ª Região;PB;118439
25001;2503001;250300;Caaporã;1ª Região Mata Atlântica;PB;1312521
25015;2503100;250310;Cabaceiras;15ª Região;PB;151072
25001;2503209;250320;Cabedelo;1ª Região Mata Atlântica;PB;1312521
25009;2503308;250330;Cachoeira dos Índios;9ª Região;PB;177393
25006;2503407;250340;Cacimba de Areia;6ª Região;PB;237568
25002;2503506;250350;Cacimba de Dentro;2ª Região;PB;306906
25006;2503555;250355;Cacimbas;6ª Região;PB;237568
25002;2503605;250360;Caiçara;2ª Região;PB;306906
25009;2503704;250370;Cajazeiras;9ª Região;PB;177393
25013;2503753;250375;Cajazeirinhas;13ª Região;PB;60609
25012;2503803;250380;Caldas Brandão;12ª Região;PB;176022
25005;2503902;250390;Camalaú;5ª Região;PB;113432
25016;2504009;250400;Campina Grande;16ª Região;PB;550531
25014;2504033;250403;Capim;14ª Região;PB;152330
25005;2504074;250407;Caraúbas;5ª Região;PB;113432
25009;2504108;250410;Carrapateira;9ª Região;PB;177393
25002;2504157;250415;Casserengue;2ª Região;PB;306906
25006;2504207;250420;Catingueira;6ª Região;PB;237568
25008;2504306;250430;Catolé do Rocha;8ª Região;PB;118439
25015;2504355;250435;Caturité;15ª Região;PB;151072
25007;2504405;250440;Conceição;7ª Região;PB;148646
25006;2504504;250450;Condado;6ª Região;PB;237568
25001;2504603;250460;Conde;1ª Região Mata Atlântica;PB;1312521
25005;2504702;250470;Congo;5ª Região;PB;113432
25007;2504801;250480;Coremas;7ª Região;PB;148646
25005;2504850;250485;Coxixola;5ª Região;PB;113432
25001;2504900;250490;Cruz do Espírito Santo;1ª Região Mata Atlântica;PB;1312521
25004;2505006;250500;Cubati;4ª Região;PB;113150
25004;2505105;250510;Cuité;4ª Região;PB;113150
25002;2505204;250520;Cuitegi;2ª Região;PB;306906
25014;2505238;250523;Cuité de Mamanguape;14ª Região;PB;152330
25014;2505279;250527;Curral de Cima;14ª Região;PB;152330
25007;2505303;250530;Curral Velho;7ª Região;PB;148646
25004;2505352;250535;Damião;4ª Região;PB;113150
25006;2505402;250540;Desterro;6ª Região;PB;237568
25006;2505501;250550;Vista Serrana;6ª Região;PB;237568
25007;2505600;250560;Diamante;7ª Região;PB;148646
25002;2505709;250570;Dona Inês;2ª Região;PB;306906
25002;2505808;250580;Duas Estradas;2ª Região;PB;306906
25006;2505907;250590;Emas;6ª Região;PB;237568
25003;2506004;250600;Esperança;3ª Região;PB;197160
25016;2506103;250610;Fagundes;16ª Região;PB;550531
25004;2506202;250620;Frei Martinho;4ª Região;PB;113150
25015;2506251;250625;Gado Bravo;15ª Região;PB;151072
25002;2506301;250630;Guarabira;2ª Região;PB;306906
25012;2506400;250640;Gurinhém;12ª Região;PB;176022
25005;2506509;250650;Gurjão;5ª Região;PB;113432
25007;2506608;250660;Ibiara;7ª Região;PB;148646
25011;2506707;250670;Imaculada;11ª Região;PB;84949
25012;2506806;250680;Ingá;12ª Região;PB;176022
25012;2506905;250690;Itabaiana;12ª Região;PB;176022
25007;2507002;250700;Itaporanga;7ª Região;PB;148646
25014;2507101;250710;Itapororoca;14ª Região;PB;152330
25012;2507200;250720;Itatuba;12ª Região;PB;176022
25014;2507309;250730;Jacaraú;14ª Região;PB;152330
25008;2507408;250740;Jericó;8ª Região;PB;118439
25001;2507507;250750;João Pessoa;1ª Região Mata Atlântica;PB;1312521
25012;2507606;250760;Juarez Távora;12ª Região;PB;176022
25016;2507705;250770;Juazeirinho;16ª Região;PB;550531
25006;2507804;250780;Junco do Seridó;6ª Região;PB;237568
25012;2507903;250790;Juripiranga;12ª Região;PB;176022
25011;2508000;250800;Juru;11ª Região;PB;84949
25013;2508109;250810;Lagoa;13ª Região;PB;60609
25002;2508208;250820;Lagoa de Dentro;2ª Região;PB;306906
25003;2508307;250830;Lagoa Seca;3ª Região;PB;197160
25010;2508406;250840;Lastro;10ª Região;PB;117399
25005;2508505;250850;Livramento;5ª Região;PB;113432
25002;2508554;250855;Logradouro;2ª Região;PB;306906
25001;2508604;250860;Lucena;1ª Região Mata Atlântica;PB;1312521
25006;2508703;250870;Mãe d'Água;6ª Região;PB;237568
25006;2508802;250880;Malta;6ª Região;PB;237568
25014;2508901;250890;Mamanguape;14ª Região;PB;152330
25011;2509008;250900;Manaíra;11ª Região;PB;84949
25014;2509057;250905;Marcação;14ª Região;PB;152330
25001;2509107;250910;Mari;1ª Região Mata Atlântica;PB;1312521
25010;2509156;250915;Marizópolis;10ª Região;PB;117399
25016;2509206;250920;Massaranduba;16ª Região;PB;550531
25014;2509305;250930;Mataraca;14ª Região;PB;152330
25003;2509339;250933;Matinhas;3ª Região;PB;197160
25008;2509370;250937;Mato Grosso;8ª Região;PB;118439
25006;2509396;250939;Maturéia;6ª Região;PB;237568
25012;2509404;250940;Mogeiro;12ª Região;PB;176022
25003;2509503;250950;Montadas;3ª Região;PB;197160
25009;2509602;250960;Monte Horebe;9ª Região;PB;177393
25005;2509701;250970;Monteiro;5ª Região;PB;113432
25002;2509800;250980;Mulungu;2ª Região;PB;306906
25015;2509909;250990;Natuba;15ª Região;PB;151072
25010;2510006;251000;Nazarezinho;10ª Região;PB;117399
25004;2510105;251010;Nova Floresta;4ª Região;PB;113150
25007;2510204;251020;Nova Olinda;7ª Região;PB;148646
25004;2510303;251030;Nova Palmeira;4ª Região;PB;113150
25007;2510402;251040;Olho d'Água;7ª Região;PB;148646
25016;2510501;251050;Olivedos;16ª Região;PB;550531
25005;2510600;251060;Ouro Velho;5ª Região;PB;113432
25005;2510659;251065;Parari;5ª Região;PB;113432
25006;2510709;251070;Passagem;6ª Região;PB;237568
25006;2510808;251080;Patos;6ª Região;PB;237568
25013;2510907;251090;Paulista;13ª Região;PB;60609
25007;2511004;251100;Pedra Branca;7ª Região;PB;148646
25004;2511103;251110;Pedra Lavrada;4ª Região;PB;113150
25012;2511202;251120;Pedras de Fogo;12ª Região;PB;176022
25007;2511301;251130;Piancó;7ª Região;PB;148646
25004;2511400;251140;Picuí;4ª Região;PB;113150
25012;2511509;251150;Pilar;12ª Região;PB;176022
25002;2511608;251160;Pilões;2ª Região;PB;306906
25002;2511707;251170;Pilõezinhos;2ª Região;PB;306906
25002;2511806;251180;Pirpirituba;2ª Região;PB;306906
25001;2511905;251190;Pitimbu;1ª Região Mata Atlântica;PB;1312521
25016;2512002;251200;Pocinhos;16ª Região;PB;550531
25009;2512036;251203;Poço Dantas;9ª Região;PB;177393
25009;2512077;251207;Poço de José de Moura;9ª Região;PB;177393
25013;2512101;251210;Pombal;13ª Região;PB;60609
25005;2512200;251220;Prata;5ª Região;PB;113432
25011;2512309;251230;Princesa Isabel;11ª Região;PB;84949
25016;2512408;251240;Puxinanã;16ª Região;PB;550531
25015;2512507;251250;Queimadas;15ª Região;PB;151072
25006;2512606;251260;Quixabá;6ª Região;PB;237568
25003;2512705;251270;Remígio;3ª Região;PB;197160
25014;2512721;251272;Pedro Régis;14ª Região;PB;152330
25002;2512747;251274;Riachão;2ª Região;PB;306906
25012;2512754;251275;Riachão do Bacamarte;12ª Região;PB;176022
25001;2512762;251276;Riachão do Poço;1ª Região Mata Atlântica;PB;1312521
25015;2512788;251278;Riacho de Santo Antônio;15ª Região;PB;151072
25008;2512804;251280;Riacho dos Cavalos;8ª Região;PB;118439
25014;2512903;251290;Rio Tinto;14ª Região;PB;152330
25006;2513000;251300;Salgadinho;6ª Região;PB;237568
25012;2513109;251310;Salgado de São Félix;12ª Região;PB;176022
25015;2513158;251315;Santa Cecília;15ª Região;PB;151072
25010;2513208;251320;Santa Cruz;10ª Região;PB;117399
25009;2513307;251330;Santa Helena;9ª Região;PB;177393
25007;2513356;251335;Santa Inês;7ª Região;PB;148646
25006;2513406;251340;Santa Luzia;6ª Região;PB;237568
25007;2513505;251350;Santana de Mangueira;7ª Região;PB;148646
25007;2513604;251360;Santana dos Garrotes;7ª Região;PB;148646
25009;2513653;251365;Joca Claudino;9ª Região;PB;177393
25001;2513703;251370;Santa Rita;1ª Região Mata Atlântica;PB;1312521
25006;2513802;251380;Santa Teresinha;6ª Região;PB;237568
25016;2513851;251385;Santo André;16ª Região;PB;550531
25008;2513901;251390;São Bento;8ª Região;PB;118439
25013;2513927;251392;São Bentinho;13ª Região;PB;60609
25015;2513943;251394;São Domingos do Cariri;15ª Região;PB;151072
25013;2513968;251396;São Domingos;13ª Região;PB;60609
25010;2513984;251398;São Francisco;10ª Região;PB;117399
25005;2514008;251400;São João do Cariri;5ª Região;PB;113432
25005;2514107;251410;São João do Tigre;5ª Região;PB;113432
25010;2514206;251420;São José da Lagoa Tapada;10ª Região;PB;117399
25007;2514305;251430;São José de Caiana;7ª Região;PB;148646
25006;2514404;251440;São José de Espinharas;6ª Região;PB;237568
25012;2514453;251445;São José dos Ramos;12ª Região;PB;176022
25009;2514503;251450;São José de Piranhas;9ª Região;PB;177393
25011;2514552;251455;São José de Princesa;11ª Região;PB;84949
25006;2514602;251460;São José do Bonfim;6ª Região;PB;237568
25008;2514651;251465;São José do Brejo do Cruz;8ª Região;PB;118439
25006;2514701;251470;São José do Sabugi;6ª Região;PB;237568
25005;2514800;251480;São José dos Cordeiros;5ª Região;PB;113432
25006;2514909;251490;São Mamede;6ª Região;PB;237568
25012;2515005;251500;São Miguel de Taipu;12ª Região;PB;176022
25003;2515104;251510;São Sebastião de Lagoa de Roça;3ª Região;PB;197160
25005;2515203;251520;São Sebastião do Umbuzeiro;5ª Região;PB;113432
25001;2515302;251530;Sapé;1ª Região Mata Atlântica;PB;1312521
25004;2515401;251540;São Vicente do Seridó;4ª Região;PB;113150
25005;2515500;251550;Serra Branca;5ª Região;PB;113432
25002;2515609;251560;Serra da Raiz;2ª Região;PB;306906
25007;2515708;251570;Serra Grande;7ª Região;PB;148646
25016;2515807;251580;Serra Redonda;16ª Região;PB;550531
25002;2515906;251590;Serraria;2ª Região;PB;306906
25002;2515930;251593;Sertãozinho;2ª Região;PB;306906
25001;2515971;251597;Sobrado;1ª Região Mata Atlântica;PB;1312521
25002;2516003;251600;Solânea;2ª Região;PB;306906
25016;2516102;251610;Soledade;16ª Região;PB;550531
25004;2516151;251615;Sossêgo;4ª Região;PB;113150
25010;2516201;251620;Sousa;10ª Região;PB;117399
25005;2516300;251630;Sumé;5ª Região;PB;113432
25002;2516409;251640;Tacima;2ª Região;PB;306906
25016;2516508;251650;Taperoá;16ª Região;PB;550531
25011;2516607;251660;Tavares;11ª Região;PB;84949
25006;2516706;251670;Teixeira;6ª Região;PB;237568
25016;2516755;251675;Tenório;16ª Região;PB;550531
25009;2516805;251680;Triunfo;9ª Região;PB;177393
25009;2516904;251690;Uiraúna;9ª Região;PB;177393
25015;2517001;251700;Umbuzeiro;15ª Região;PB;151072
25006;2517100;251710;Várzea;6ª Região;PB;237568
25010;2517209;251720;Vieirópolis;10ª Região;PB;117399
25005;2517407;251740;Zabelê;5ª Região;PB;113432
26010;2600054;260005;Abreu e Lima;Recife;PE;4234546
26001;2600104;260010;Afogados da Ingazeira;Afogados da Ingazeira;PE;190011
26009;2600203;260020;Afrânio;Petrolina;PE;504432
26003;2600302;260030;Agrestina;Caruaru;PE;1377071
26008;2600401;260040;Água Preta;Palmares;PE;621417
26004;2600500;260050;Águas Belas;Garanhuns;PE;545039
26003;2600609;260060;Alagoinha;Caruaru;PE;1377071
26005;2600708;260070;Aliança;Goiana;PE;315057
26003;2600807;260080;Altinho;Caruaru;PE;1377071
26008;2600906;260090;Amaraji;Palmares;PE;621417
26004;2601003;260100;Angelim;Garanhuns;PE;545039
26010;2601052;260105;Araçoiaba;Recife;PE;4234546
26007;2601102;260110;Araripina;Ouricuri;PE;355864
26002;2601201;260120;Arcoverde;Arcoverde;PE;425162
26003;2601300;260130;Barra de Guabiraba;Caruaru;PE;1377071
26008;2601409;260140;Barreiros;Palmares;PE;621417
26008;2601508;260150;Belém de Maria;Palmares;PE;621417
26011;2601607;260160;Belém do São Francisco;Salgueiro;PE;147651
26003;2601706;260170;Belo Jardim;Caruaru;PE;1377071
26012;2601805;260180;Betânia;Serra Talhada;PE;239971
26003;2601904;260190;Bezerros;Caruaru;PE;1377071
26007;2602001;260200;Bodocó;Ouricuri;PE;355864
26004;2602100;260210;Bom Conselho;Garanhuns;PE;545039
26006;2602209;260220;Bom Jardim;Limoeiro;PE;600850
26003;2602308;260230;Bonito;Caruaru;PE;1377071
26004;2602407;260240;Brejão;Garanhuns;PE;545039
26001;2602506;260250;Brejinho;Afogados da Ingazeira;PE;190011
26003;2602605;260260;Brejo da Madre de Deus;Caruaru;PE;1377071
26006;2602704;260270;Buenos Aires;Limoeiro;PE;600850
26002;2602803;260280;Buíque;Arcoverde;PE;425162
26010;2602902;260290;Cabo de Santo Agostinho;Recife;PE;4234546
26009;2603009;260300;Cabrobó;Petrolina;PE;504432
26003;2603108;260310;Cachoeirinha;Caruaru;PE;1377071
26004;2603207;260320;Caetés;Garanhuns;PE;545039
26004;2603306;260330;Calçado;Garanhuns;PE;545039
26012;2603405;260340;Calumbi;Serra Talhada;PE;239971
26010;2603454;260345;Camaragibe;Recife;PE;4234546
26003;2603504;260350;Camocim de São Félix;Caruaru;PE;1377071
26005;2603603;260360;Camutanga;Goiana;PE;315057
26004;2603702;260370;Canhotinho;Garanhuns;PE;545039
26004;2603801;260380;Capoeiras;Garanhuns;PE;545039
26001;2603900;260390;Carnaíba;Afogados da Ingazeira;PE;190011
26012;2603926;260392;Carnaubeira da Penha;Serra Talhada;PE;239971
26006;2604007;260400;Carpina;Limoeiro;PE;600850
26003;2604106;260410;Caruaru;Caruaru;PE;1377071
26006;2604155;260415;Casinhas;Limoeiro;PE;600850
26008;2604205;260420;Catende;Palmares;PE;621417
26011;2604304;260430;Cedro;Salgueiro;PE;147651
26010;2604403;260440;Chã de Alegria;Recife;PE;4234546
26010;2604502;260450;Chã Grande;Recife;PE;4234546
26005;2604601;260460;Condado;Goiana;PE;315057
26004;2604700;260470;Correntes;Garanhuns;PE;545039
26008;2604809;260480;Cortês;Palmares;PE;621417
26006;2604908;260490;Cumaru;Limoeiro;PE;600850
26003;2605004;260500;Cupira;Caruaru;PE;1377071
26002;2605103;260510;Custódia;Arcoverde;PE;425162
26009;2605152;260515;Dormentes;Petrolina;PE;504432
26008;2605202;260520;Escada;Palmares;PE;621417
26007;2605301;260530;Exu;Ouricuri;PE;355864
26006;2605400;260540;Feira Nova;Limoeiro;PE;600850
26010;2605459;260545;Fernando de Noronha;Recife;PE;4234546
26005;2605509;260550;Ferreiros;Goiana;PE;315057
26012;2605608;260560;Flores;Serra Talhada;PE;239971
26012;2605707;260570;Floresta;Serra Talhada;PE;239971
26003;2605806;260580;Frei Miguelinho;Caruaru;PE;1377071
26008;2605905;260590;Gameleira;Palmares;PE;621417
26004;2606002;260600;Garanhuns;Garanhuns;PE;545039
26010;2606101;260610;Glória do Goitá;Recife;PE;4234546
26005;2606200;260620;Goiana;Goiana;PE;315057
26007;2606309;260630;Granito;Ouricuri;PE;355864
26003;2606408;260640;Gravatá;Caruaru;PE;1377071
26004;2606507;260650;Iati;Garanhuns;PE;545039
26002;2606606;260660;Ibimirim;Arcoverde;PE;425162
26003;2606705;260670;Ibirajuba;Caruaru;PE;1377071
26010;2606804;260680;Igarassu;Recife;PE;4234546
26001;2606903;260690;Iguaracy;Afogados da Ingazeira;PE;190011
26002;2607000;260700;Inajá;Arcoverde;PE;425162
26001;2607109;260710;Ingazeira;Afogados da Ingazeira;PE;190011
26010;2607208;260720;Ipojuca;Recife;PE;4234546
26007;2607307;260730;Ipubi;Ouricuri;PE;355864
26012;2607406;260740;Itacuruba;Serra Talhada;PE;239971
26004;2607505;260750;Itaíba;Garanhuns;PE;545039
26010;2607604;260760;Ilha de Itamaracá;Recife;PE;4234546
26005;2607653;260765;Itambé;Goiana;PE;315057
26001;2607703;260770;Itapetim;Afogados da Ingazeira;PE;190011
26010;2607752;260775;Itapissuma;Recife;PE;4234546
26005;2607802;260780;Itaquitinga;Goiana;PE;315057
26010;2607901;260790;Jaboatão dos Guararapes;Recife;PE;4234546
26008;2607950;260795;Jaqueira;Palmares;PE;621417
26003;2608008;260800;Jataúba;Caruaru;PE;1377071
26002;2608057;260805;Jatobá;Arcoverde;PE;425162
26006;2608107;260810;João Alfredo;Limoeiro;PE;600850
26008;2608206;260820;Joaquim Nabuco;Palmares;PE;621417
26004;2608255;260825;Jucati;Garanhuns;PE;545039
26004;2608305;260830;Jupi;Garanhuns;PE;545039
26003;2608404;260840;Jurema;Caruaru;PE;1377071
26006;2608453;260845;Lagoa do Carro;Limoeiro;PE;600850
26006;2608503;260850;Lagoa de Itaenga;Limoeiro;PE;600850
26004;2608602;260860;Lagoa do Ouro;Garanhuns;PE;545039
26008;2608701;260870;Lagoa dos Gatos;Palmares;PE;621417
26009;2608750;260875;Lagoa Grande;Petrolina;PE;504432
26004;2608800;260880;Lajedo;Garanhuns;PE;545039
26006;2608909;260890;Limoeiro;Limoeiro;PE;600850
26005;2609006;260900;Macaparana;Goiana;PE;315057
26006;2609105;260910;Machados;Limoeiro;PE;600850
26002;2609154;260915;Manari;Arcoverde;PE;425162
26008;2609204;260920;Maraial;Palmares;PE;621417
26011;2609303;260930;Mirandiba;Salgueiro;PE;147651
26010;2609402;260940;Moreno;Recife;PE;4234546
26006;2609501;260950;Nazaré da Mata;Limoeiro;PE;600850
26010;2609600;260960;Olinda;Recife;PE;4234546
26006;2609709;260970;Orobó;Limoeiro;PE;600850
26009;2609808;260980;Orocó;Petrolina;PE;504432
26007;2609907;260990;Ouricuri;Ouricuri;PE;355864
26008;2610004;261000;Palmares;Palmares;PE;621417
26004;2610103;261010;Palmeirina;Garanhuns;PE;545039
26003;2610202;261020;Panelas;Caruaru;PE;1377071
26004;2610301;261030;Paranatama;Garanhuns;PE;545039
26007;2610400;261040;Parnamirim;Ouricuri;PE;355864
26006;2610509;261050;Passira;Limoeiro;PE;600850
26006;2610608;261060;Paudalho;Limoeiro;PE;600850
26010;2610707;261070;Paulista;Recife;PE;4234546
26002;2610806;261080;Pedra;Arcoverde;PE;425162
26003;2610905;261090;Pesqueira;Caruaru;PE;1377071
26002;2611002;261100;Petrolândia;Arcoverde;PE;425162
26009;2611101;261110;Petrolina;Petrolina;PE;504432
26003;2611200;261120;Poção;Caruaru;PE;1377071
26010;2611309;261130;Pombos;Recife;PE;4234546
26008;2611408;261140;Primavera;Palmares;PE;621417
26008;2611507;261150;Quipapá;Palmares;PE;621417
26001;2611533;261153;Quixaba;Afogados da Ingazeira;PE;190011
26010;2611606;261160;Recife;Recife;PE;4234546
26003;2611705;261170;Riacho das Almas;Caruaru;PE;1377071
26008;2611804;261180;Ribeirão;Palmares;PE;621417
26008;2611903;261190;Rio Formoso;Palmares;PE;621417
26003;2612000;261200;Sairé;Caruaru;PE;1377071
26006;2612109;261210;Salgadinho;Limoeiro;PE;600850
26011;2612208;261220;Salgueiro;Salgueiro;PE;147651
26004;2612307;261230;Saloá;Garanhuns;PE;545039
26003;2612406;261240;Sanharó;Caruaru;PE;1377071
26007;2612455;261245;Santa Cruz;Ouricuri;PE;355864
26012;2612471;261247;Santa Cruz da Baixa Verde;Serra Talhada;PE;239971
26003;2612505;261250;Santa Cruz do Capibaribe;Caruaru;PE;1377071
26007;2612554;261255;Santa Filomena;Ouricuri;PE;355864
26009;2612604;261260;Santa Maria da Boa Vista;Petrolina;PE;504432
26003;2612703;261270;Santa Maria do Cambucá;Caruaru;PE;1377071
26001;2612802;261280;Santa Terezinha;Afogados da Ingazeira;PE;190011
26008;2612901;261290;São Benedito do Sul;Palmares;PE;621417
26003;2613008;261300;São Bento do Una;Caruaru;PE;1377071
26003;2613107;261310;São Caitano;Caruaru;PE;1377071
26004;2613206;261320;São João;Garanhuns;PE;545039
26003;2613305;261330;São Joaquim do Monte;Caruaru;PE;1377071
26008;2613404;261340;São José da Coroa Grande;Palmares;PE;621417
26012;2613503;261350;São José do Belmonte;Serra Talhada;PE;239971
26001;2613602;261360;São José do Egito;Afogados da Ingazeira;PE;190011
26010;2613701;261370;São Lourenço da Mata;Recife;PE;4234546
26005;2613800;261380;São Vicente Ferrer;Goiana;PE;315057
26012;2613909;261390;Serra Talhada;Serra Talhada;PE;239971
26011;2614006;261400;Serrita;Salgueiro;PE;147651
26002;2614105;261410;Sertânia;Arcoverde;PE;425162
26008;2614204;261420;Sirinhaém;Palmares;PE;621417
26007;2614303;261430;Moreilândia;Ouricuri;PE;355864
26001;2614402;261440;Solidão;Afogados da Ingazeira;PE;190011
26006;2614501;261450;Surubim;Limoeiro;PE;600850
26001;2614600;261460;Tabira;Afogados da Ingazeira;PE;190011
26003;2614709;261470;Tacaimbó;Caruaru;PE;1377071
26002;2614808;261480;Tacaratu;Arcoverde;PE;425162
26008;2614857;261485;Tamandaré;Palmares;PE;621417
26003;2615003;261500;Taquaritinga do Norte;Caruaru;PE;1377071
26004;2615102;261510;Terezinha;Garanhuns;PE;545039
26011;2615201;261520;Terra Nova;Salgueiro;PE;147651
26005;2615300;261530;Timbaúba;Goiana;PE;315057
26003;2615409;261540;Toritama;Caruaru;PE;1377071
26006;2615508;261550;Tracunhaém;Limoeiro;PE;600850
26007;2615607;261560;Trindade;Ouricuri;PE;355864
26012;2615706;261570;Triunfo;Serra Talhada;PE;239971
26002;2615805;261580;Tupanatinga;Arcoverde;PE;425162
26001;2615904;261590;Tuparetama;Afogados da Ingazeira;PE;190011
26002;2616001;261600;Venturosa;Arcoverde;PE;425162
26011;2616100;261610;Verdejante;Salgueiro;PE;147651
26006;2616183;261618;Vertente do Lério;Limoeiro;PE;600850
26003;2616209;261620;Vertentes;Caruaru;PE;1377071
26006;2616308;261630;Vicência;Limoeiro;PE;600850
26010;2616407;261640;Vitória de Santo Antão;Recife;PE;4234546
26008;2616506;261650;Xexéu;Palmares;PE;621417
27010;2700102;270010;Água Branca;10ª Região de Saúde;AL;160758
27005;2700201;270020;Anadia;5ª Região de Saúde;AL;238700
27007;2700300;270030;Arapiraca;7ª Região de Saúde;AL;528520
27004;2700409;270040;Atalaia;4ª Região de Saúde;AL;143826
27001;2700508;270050;Barra de Santo Antônio;1ª Região de Saúde;AL;1276125
27001;2700607;270060;Barra de São Miguel;1ª Região de Saúde;AL;1276125
27007;2700706;270070;Batalha;7ª Região de Saúde;AL;528520
27008;2700805;270080;Belém;8ª Região de Saúde;AL;157011
27007;2700904;270090;Belo Monte;7ª Região de Saúde;AL;528520
27005;2701001;270100;Boca da Mata;5ª Região de Saúde;AL;238700
27003;2701100;270110;Branquinha;3ª Região de Saúde;AL;224096
27008;2701209;270120;Cacimbinhas;8ª Região de Saúde;AL;157011
27004;2701308;270130;Cajueiro;4ª Região de Saúde;AL;143826
27003;2701357;270135;Campestre;3ª Região de Saúde;AL;224096
27005;2701407;270140;Campo Alegre;5ª Região de Saúde;AL;238700
27007;2701506;270150;Campo Grande;7ª Região de Saúde;AL;528520
27009;2701605;270160;Canapi;9ª Região de Saúde;AL;236588
27004;2701704;270170;Capela;4ª Região de Saúde;AL;143826
27009;2701803;270180;Carneiros;9ª Região de Saúde;AL;236588
27004;2701902;270190;Chã Preta;4ª Região de Saúde;AL;143826
27007;2702009;270200;Coité do Nóia;7ª Região de Saúde;AL;528520
27003;2702108;270210;Colônia Leopoldina;3ª Região de Saúde;AL;224096
27001;2702207;270220;Coqueiro Seco;1ª Região de Saúde;AL;1276125
27006;2702306;270230;Coruripe;6ª Região de Saúde;AL;206303
27007;2702355;270235;Craíbas;7ª Região de Saúde;AL;528520
27010;2702405;270240;Delmiro Gouveia;10ª Região de Saúde;AL;160758
27009;2702504;270250;Dois Riachos;9ª Região de Saúde;AL;236588
27008;2702553;270255;Estrela de Alagoas;8ª Região de Saúde;AL;157011
27007;2702603;270260;Feira Grande;7ª Região de Saúde;AL;528520
27006;2702702;270270;Feliz Deserto;6ª Região de Saúde;AL;206303
27001;2702801;270280;Flexeiras;1ª Região de Saúde;AL;1276125
27007;2702900;270290;Girau do Ponciano;7ª Região de Saúde;AL;528520
27003;2703007;270300;Ibateguara;3ª Região de Saúde;AL;224096
27008;2703106;270310;Igaci;8ª Região de Saúde;AL;157011
27006;2703205;270320;Igreja Nova;6ª Região de Saúde;AL;206303
27010;2703304;270330;Inhapi;10ª Região de Saúde;AL;160758
27007;2703403;270340;Jacaré dos Homens;7ª Região de Saúde;AL;528520
27002;2703502;270350;Jacuípe;2ª Região de Saúde;AL;165430
